"id","created_at","engine","engine_version","mode","trigger","phrase_id","trial","first_text_ms","final_text_ms","visible_at_release","word_error_rate","accuracy","expected","actual"
"25F8441F-B414-433B-BC4B-64B336BAEAF5","2026-08-13T10:13:46Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",10,541.355146,541.355146,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"7E0E2AB1-6AC0-4DC1-9464-E7B88DBD6113","2026-08-13T10:13:52Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",11,592.389875,592.389875,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"84770F42-4BAE-4041-94A3-45A0E3CAB3D9","2026-08-13T10:13:57Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",12,565.978271,565.978271,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"1F27D462-F130-4780-8C22-2EB097788D17","2026-08-13T10:14:03Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",13,654.546313,654.546313,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"B16B2729-7A84-4AE5-9170-198739DD1AE7","2026-08-13T10:14:09Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",14,572.005333,572.005333,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"577D4BEB-720D-4B8D-A8FD-3E137D6774A4","2026-08-13T10:14:15Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",15,623.162771,623.162771,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"D748808C-9BB5-4D47-BFC2-18D3E32F76B2","2026-08-13T10:14:20Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",16,692.53075,692.53075,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"2F3215A0-208A-4ACC-AE6F-6621C83F0594","2026-08-13T10:14:26Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",17,546.323292,546.323292,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"D9BB9B5A-43D4-42CB-B60A-B6167EAA593E","2026-08-13T10:14:32Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",18,636.013875,636.013875,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"CB063101-0D75-4E7E-AA9F-08C35E12D51C","2026-08-13T10:14:37Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",19,576.197771,576.197771,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"990B3DAF-0401-4A59-BE5E-15A6CEFAE925","2026-08-13T10:14:43Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",20,624.327604,624.327604,false,0.2857142857142857,0.7142857142857143,"Fast speech to text should feel instant.","That speech-to-text should be instant. "
"6E7A10F5-940C-415F-9A69-A0FB470B1F54","2026-08-13T10:14:49Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",21,641.805458,641.805458,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"E2C1E230-D8E2-4773-A56B-BF9E59DA0BA0","2026-08-13T10:10:10Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",2,220.854583,220.854583,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"6B1D36B9-B448-4D61-8D5C-FC833705C4CB","2026-08-13T10:10:15Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",3,254.48525,254.48525,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"81E7F323-F08D-4C72-84A0-335965B8DAB1","2026-08-13T10:10:21Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",4,211.190416,211.190416,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"26565B0F-F157-458F-B8C4-20EFB3AFB0E4","2026-08-13T10:10:26Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",5,227.08825,227.08825,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"FB83D15B-1FC5-427F-BFEB-85DE9E99A0AF","2026-08-13T10:10:31Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",6,216.188772,216.188772,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"6BDEB019-B350-41C2-88F6-F0AD64AB7AEE","2026-08-13T10:10:36Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",7,194.546542,194.546542,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"DA85AEE5-765D-4233-8421-41FDEE2286F1","2026-08-13T10:10:41Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",8,223.970709,223.970709,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"43B2DD3F-4536-4CF0-A486-7258FF86B3B5","2026-08-13T10:10:47Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",9,219.625562,219.625562,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"F917C358-42DA-4D87-A5D7-375470202023","2026-08-13T10:10:52Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",10,216.554709,216.554709,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"D861BE0A-46AF-4864-A85E-F91655CD8F07","2026-08-13T10:10:57Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",11,212.671813,212.671813,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"5B10ED2D-9621-436F-B0D9-707EC3343A8A","2026-08-13T10:11:02Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",12,202.135626,202.135626,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"CFE0E0F3-2A3B-4D13-8B50-A316AF230749","2026-08-13T10:11:08Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",13,211.052292,211.052292,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"E97DAABF-2837-45B7-A184-174ACD030CAA","2026-08-13T10:11:13Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",14,223.741688,223.741688,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"79D7D9A1-497F-42E8-B942-E456C1C11484","2026-08-13T10:11:19Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",15,202.826646,202.826646,false,0.14285714285714285,0.8571428571428572,"Fast speech to text should feel instant.","Ask speech to text should feel instant"
"D6BB6B05-A3B4-4F70-8D7E-71616F3972DE","2026-08-13T10:11:24Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",16,186.788875,186.788875,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"73FE11B0-8DBF-4418-A8F6-5CA381ED88E9","2026-08-13T10:11:29Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",17,246.856584,246.856584,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"D9932FF8-5357-4BC3-85D9-76EF922B90D4","2026-08-13T10:11:35Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",18,204.204021,204.204021,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"E244F503-A52F-40FC-9F87-C5D00F7F1AB3","2026-08-13T10:11:40Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",19,229.052063,229.052063,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"1110F58B-C302-4985-818D-AEFB656D48AB","2026-08-13T10:11:45Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",20,208.146875,208.146875,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
"C5D8BD09-3799-41DC-8A4D-1DC99539B0FF","2026-08-13T10:11:51Z","superwhisper","2.16.1","Standard EN local","superwhisper menu","neutral-01",21,240.073688,240.073688,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant"
